City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Dingle,PH,10.9995,122.6711,75.34,92,92,7.99,overcast clouds
480,Bathsheba,BB,13.2167,-59.5167,81.21,83,75,18.41,broken clouds
481,Yaring,TH,6.8662,101.3689,77.02,81,44,4.18,scattered clouds
482,Nabire,ID,-3.3667,135.4833,77.45,87,100,3.85,overcast clouds
483,Ferme-Neuve,CA,46.7001,-75.4493,37.18,73,72,13.13,broken clouds
484,Broome,US,42.2506,-75.833,41.63,54,1,1.99,clear sky
485,Caucaia,BR,-3.7361,-38.6531,82.35,74,40,10.36,scattered clouds
486,Taloqan,AF,36.7361,69.5345,38.43,58,28,0.98,scattered clouds
487,Bubaque,GW,11.2833,-15.8333,81.39,73,22,14.25,few clouds
488,Tongren,CN,27.7172,109.1853,46.78,82,100,3.47,overcast clouds
489,Diffa,NE,13.3154,12.6113,73.36,18,100,8.7,overcast clouds
490,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.62,78,20,10.36,few clouds
491,Chicama,PE,-7.8447,-79.1469,64.94,66,48,9.37,scattered clouds
492,Champerico,GT,14.3,-91.9167,88.34,68,1,8.01,clear sky
493,Besleney,RU,44.2405,41.7387,34.61,83,76,5.21,broken clouds
494,Airai,TL,-8.9266,125.4092,62.47,86,100,1.72,overcast clouds
495,Sturgeon Bay,US,44.8342,-87.377,37.09,60,1,10.36,clear sky
496,Ixtapa,MX,20.7,-105.2,79.83,74,1,6.91,clear sky
497,Lensk,RU,60.7253,114.9278,-11.72,98,100,3.85,overcast clouds
498,Lugovoy,KZ,42.9472,72.7644,33.78,83,63,3.18,broken clouds
499,Dukat,RU,62.55,155.55,-4.05,98,100,4.94,overcast clouds
500,Mbini,GQ,1.574,9.6134,79.92,84,92,6.44,overcast clouds
501,Zhigansk,RU,66.7697,123.3711,-37.5,100,96,7.54,overcast clouds
502,Druzhba,UA,52.0428,33.9453,33.08,82,100,9.84,light snow
503,Aksarka,RU,66.5606,67.7975,-7.98,100,89,2.37,overcast clouds
504,Malakal,SS,9.5334,31.6605,79.18,27,48,4.94,scattered clouds
505,Mazamari,PE,-11.3258,-74.5308,81.59,77,72,1.88,broken clouds
506,Kaniama,CD,-7.5667,24.1833,66.94,97,100,1.25,light rain
507,Boddam,GB,57.4667,-1.7833,52.18,89,100,30.38,overcast clouds
508,Bellegarde-Sur-Valserine,FR,46.1079,5.8242,37.54,93,12,2.33,few clouds
509,Manta,EC,-0.95,-80.7333,74.98,88,90,2.3,light rain
510,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,3.44,few clouds
511,Myre,NO,69.1036,15.9492,34.02,96,100,11.63,light rain
512,Inongo,CD,-1.95,18.2667,71.02,91,100,4.41,overcast clouds
513,Sao Joao Dos Patos,BR,-6.495,-43.7022,79.56,61,90,2.77,overcast clouds
514,Kondoros,HU,46.7667,20.8,37.42,97,100,11.88,overcast clouds
515,Glencoe,ZA,-28.1783,30.147,65.16,73,98,3.27,overcast clouds
516,Talnakh,RU,69.4865,88.3972,-24.83,85,92,1.03,overcast clouds
517,Camenca,MD,48.0319,28.6978,38.08,89,100,4.7,light rain
518,Qom,IR,34.6401,50.8764,48.07,46,0,0.63,clear sky
519,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,74,20,8.01,few clouds
520,Camacha,PT,33.0833,-16.3333,62.53,88,40,2.3,scattered clouds
521,Sangar,RU,63.9242,127.4739,-31.52,97,91,1.72,overcast clouds
522,Murakami,JP,38.2333,139.4833,39.09,84,100,24.52,light rain
523,Antalaha,MG,-14.9003,50.2788,72.72,90,98,5.7,light rain
524,Gouyave,GD,12.1646,-61.7296,75.97,88,75,9.22,broken clouds
525,Faya,SA,18.3851,42.4509,48.72,43,1,3.27,clear sky
526,Pavlogradka,RU,54.2024,73.5592,8.76,89,97,12.26,overcast clouds
527,Loding,NO,67.3,14.75,35.51,64,75,17.27,broken clouds
528,Roswell,US,34.0232,-84.3616,56.34,58,1,2.3,clear sky
529,Wanning,CN,18.8003,110.3967,67.93,81,30,12.5,scattered clouds
530,Dondo,MZ,-19.6094,34.7431,81.91,88,43,5.68,scattered clouds
531,Kautokeino,NO,69.0125,23.0412,17.04,94,99,10.92,overcast clouds
532,Sturgis,US,41.7992,-85.4192,44.4,34,1,11.5,clear sky
533,Shenkursk,RU,62.1091,42.896,14.74,93,81,8.12,broken clouds
534,Pali,IN,25.7667,73.3333,60.55,40,48,6.42,scattered clouds
535,Armidale,AU,-30.5167,151.65,60.22,76,68,2.17,broken clouds
536,Kraslava,LV,55.8951,27.168,29.05,97,97,6.24,overcast clouds
537,Launceston,AU,-41.45,147.1667,63.61,57,40,5.01,scattered clouds
538,Callaway,US,30.153,-85.5699,63.97,65,99,4.0,overcast clouds
539,Mandalgovi,MN,45.7625,106.2708,11.95,45,0,13.65,clear sky
540,Trairi,BR,-3.2778,-39.2689,80.89,75,81,10.98,broken clouds
541,Ajaccio,FR,42.0,8.9167,39.25,75,0,8.05,clear sky
542,Luganville,VU,-15.5333,167.1667,82.56,84,100,13.06,moderate rain
543,Pochutla,MX,15.7432,-96.4661,85.82,60,2,7.81,clear sky
544,Partenit,UA,44.578,34.3446,52.21,74,100,9.53,overcast clouds
545,Tahta,EG,26.7693,31.5021,64.72,36,100,5.23,overcast clouds
546,Troitskoye,RU,52.9821,84.6757,-3.64,100,69,3.27,broken clouds
547,Fortuna,US,40.5982,-124.1573,52.66,77,75,3.0,broken clouds
548,George,ZA,-33.963,22.4617,62.15,94,75,2.3,broken clouds
549,Torva,EE,58.0028,25.935,33.82,98,100,5.57,overcast clouds
550,Cottage Grove,US,44.8277,-92.9438,36.57,69,1,4.0,clear sky
551,Kayankulam,IN,9.1833,76.5,74.97,82,58,4.7,broken clouds
552,Sunbury,AU,-37.5833,144.7333,77.7,46,0,5.01,clear sky
553,Omboue,GA,-1.5746,9.2618,75.99,91,100,2.86,overcast clouds
554,Mbanza-Ngungu,CD,-5.25,14.8667,67.55,93,92,0.54,overcast clouds
555,Ovalle,CL,-30.5983,-71.2003,74.08,33,0,9.78,clear sky
556,Ranong,TH,9.9658,98.6348,72.59,87,27,4.7,scattered clouds
557,Lumphat,KH,13.4878,106.9816,64.62,85,49,4.88,scattered clouds
558,Shangrao,CN,28.4532,117.9686,48.87,81,100,6.85,overcast clouds
559,Marsh Harbour,BS,26.5412,-77.0636,76.69,76,5,10.87,clear sky
560,Dedza,MW,-14.3779,34.3332,65.39,51,0,1.77,clear sky
561,Nueva Loja,EC,0.0847,-76.8828,86.02,66,40,3.44,scattered clouds
562,Jieznas,LT,54.6,24.1667,28.26,90,100,2.84,overcast clouds
563,Moore,US,35.3395,-97.4867,59.61,24,1,8.99,clear sky
564,Ahuimanu,US,21.4447,-157.8378,82.11,67,1,14.97,clear sky
565,Killarney,IE,52.05,-9.5167,46.17,81,86,5.82,overcast clouds
566,Mantua,IT,45.1667,10.7833,42.82,88,96,4.0,overcast clouds
567,The Pas,CA,53.8251,-101.2541,15.82,92,90,2.3,overcast clouds
568,Presidente Medici,BR,-11.1753,-61.9014,77.81,94,95,3.22,moderate rain
569,Itaituba,BR,-4.2761,-55.9836,76.39,96,100,1.63,very heavy rain
570,Urengoy,RU,65.9667,78.3667,-25.55,90,71,7.45,broken clouds
571,Vanimo,PG,-2.6741,141.3028,80.8,81,100,5.26,overcast clouds
572,Januaria,BR,-15.4833,-44.3667,73.26,95,100,4.74,light rain
573,Pedasi,PA,7.5333,-80.0333,81.07,74,52,9.57,broken clouds
574,Polovinnoye,RU,54.7914,65.9864,8.1,88,10,8.19,clear sky
575,Altamira,BR,-3.2033,-52.2064,75.45,94,100,0.45,overcast clouds
576,Uruzgan,AF,32.8333,66.0,32.58,38,0,1.05,clear sky
577,Vesoul,FR,47.5833,5.8333,39.43,82,86,1.5,overcast clouds
578,Kayes,ML,14.0,-11.0,82.51,11,27,2.21,scattered clouds
579,Nuuk,GL,64.1835,-51.7216,20.01,79,20,17.27,few clouds
580,Agadir,MA,30.4202,-9.5982,54.05,45,20,5.19,few clouds
581,Bahir Dar,ET,11.5936,37.3908,59.34,39,27,4.36,scattered clouds
582,Hami,CN,42.8,93.45,22.26,45,12,4.88,few clouds
583,Khuzdar,PK,27.7384,66.6434,47.41,21,81,4.54,broken clouds
584,San Quintin,MX,30.4833,-115.95,63.09,57,2,10.63,clear sky
585,Beidao,CN,34.5686,105.8933,30.15,78,15,3.51,few clouds
586,Preobrazheniye,RU,42.9019,133.9064,15.85,56,10,15.55,clear sky
587,Bereda,ES,43.2686,-7.5406,46.58,100,77,1.59,broken clouds
588,Riyadh,SA,24.6877,46.7219,51.94,29,33,6.22,scattered clouds
589,Beyneu,KZ,45.3167,55.2,22.21,69,7,9.53,clear sky
590,Streetsboro,US,41.2392,-81.3459,43.32,48,1,1.99,clear sky
591,Neuquen,AR,-38.9516,-68.0591,71.49,16,0,16.11,clear sky
592,Tecoanapa,MX,16.5167,-98.75,84.07,62,6,8.34,clear sky
593,Ballina,AU,-28.8667,153.5667,71.64,84,90,6.91,overcast clouds
594,Tolaga Bay,NZ,-38.3667,178.3,64.89,95,100,7.36,light rain
595,Keetmanshoop,NA,-26.5833,18.1333,75.25,22,2,11.72,clear sky
596,Manacapuru,BR,-3.2997,-60.6206,75.78,87,89,5.1,heavy intensity rain
597,Vaasa,FI,63.096,21.6158,33.82,93,90,11.5,overcast clouds
598,Polunochnoye,RU,60.8697,60.4153,4.06,89,36,4.21,scattered clouds
599,Killybegs,IE,54.6333,-8.45,46.22,80,100,25.46,overcast clouds
600,Svetlaya,RU,46.5389,138.3297,19.65,54,100,20.51,overcast clouds
601,Tahoua,NE,14.8888,5.2692,73.38,17,0,4.61,clear sky
602,Ormara,PK,25.2088,64.6357,70.43,47,60,5.61,broken clouds
603,Tripoli,LY,32.8752,13.1875,59.02,57,99,13.27,overcast clouds
604,Belmonte,BR,-15.8631,-38.8828,77.5,84,94,7.81,overcast clouds
605,Lentekhi,GE,42.7856,42.7261,45.05,43,33,7.87,scattered clouds
606,Luanda,AO,-8.8368,13.2343,78.82,86,92,8.21,light rain
607,Almeria,ES,37.1667,-2.3333,49.77,90,0,2.39,clear sky
608,Dawei,MM,14.0833,98.2,70.83,73,12,10.11,few clouds
609,Bowen,AU,-20.0167,148.2333,82.62,63,8,11.21,clear sky
610,Ust-Tsilma,RU,65.441,52.1498,17.28,96,100,4.14,overcast clouds
611,Xiaoshi,CN,41.2971,124.1209,8.62,60,0,2.86,clear sky
612,Izumo,JP,35.3667,132.7667,46.35,61,75,18.41,broken clouds
613,Saint-Denis,FR,48.9167,2.3333,50.68,96,90,1.01,mist
614,North Platte,US,41.1239,-100.7654,60.26,22,1,1.99,clear sky
615,Chegdomyn,RU,51.1167,133.0167,-7.35,100,99,1.79,overcast clouds
616,Chapais,CA,49.7834,-74.8492,26.38,95,100,11.52,light snow
617,Sinop,TR,41.7711,34.8709,50.31,51,0,12.55,clear sky
618,Beruwala,LK,6.4788,79.9828,77.0,87,98,2.84,overcast clouds
619,Fairlie,GB,55.756,-4.8556,54.41,86,100,1.99,overcast clouds
620,Shar,KZ,49.5886,81.0453,14.88,96,100,5.01,light snow
621,Kawalu,ID,-7.3817,108.2082,72.54,97,100,1.88,light rain
622,Constantine,DZ,36.365,6.6147,40.41,87,40,4.61,scattered clouds
623,Lembeni,TZ,-3.7833,37.6167,67.53,85,66,5.06,broken clouds
624,Skibbereen,IE,51.55,-9.2667,46.2,77,87,13.31,overcast clouds
625,Korla,CN,41.7597,86.1469,17.46,73,19,1.39,few clouds
626,Prince Rupert,CA,54.3161,-130.3201,37.09,60,1,6.91,clear sky
627,Huntingdon,GB,52.3305,-0.1865,53.92,85,100,10.0,overcast clouds
628,Plainview,US,40.7765,-73.4673,46.74,45,1,1.99,clear sky
629,Labuhan,ID,-6.8844,112.2051,77.92,87,98,8.5,overcast clouds
630,Kampot,KH,10.6167,104.1833,78.85,63,90,13.29,overcast clouds
631,Gorontalo,ID,0.5412,123.0595,75.43,95,100,3.4,overcast clouds
632,Opuwo,NA,-18.0607,13.84,75.83,51,36,8.55,scattered clouds
633,Nome,US,64.5011,-165.4064,-12.93,64,1,6.91,clear sky
634,Flinders,AU,-34.5833,150.8552,67.8,75,17,3.53,few clouds
635,Hegra,NO,63.4644,11.114,36.52,93,75,0.0,broken clouds
636,Balkhash,KZ,46.844,74.9804,28.67,97,100,3.94,light snow
637,Cravo Norte,CO,6.3017,-70.2041,88.05,45,95,9.22,overcast clouds
638,Denpasar,ID,-8.65,115.2167,78.46,88,40,5.75,light rain
639,Bukachacha,RU,52.9833,116.9167,-5.66,99,95,2.66,overcast clouds
640,Wewak,PG,-3.5534,143.6268,78.3,91,100,7.09,overcast clouds
641,Campoverde,PE,-8.4753,-74.8058,87.49,62,99,2.57,light rain
642,Gat,IL,31.61,34.7642,71.4,34,100,2.64,overcast clouds
643,Rundu,NA,-17.9333,19.7667,67.51,85,82,6.71,broken clouds
644,Yarada,IN,17.65,83.2667,75.52,78,40,5.75,mist
645,Angoche,MZ,-16.2325,39.9086,77.92,82,3,8.95,clear sky
646,Galiakot,IN,23.5167,74.0,64.04,55,0,6.8,clear sky
647,Tromso,NO,69.6496,18.957,33.82,80,75,1.01,light snow
648,Mount Isa,AU,-20.7333,139.5,85.77,16,8,6.91,clear sky
649,Ottawa,CA,45.4112,-75.6981,40.66,55,40,1.99,scattered clouds
650,Srednekolymsk,RU,67.45,153.6833,-43.06,99,98,1.25,overcast clouds
651,Djougou,BJ,9.7085,1.666,78.98,22,11,5.86,few clouds
652,Pechenga,RU,69.5259,31.1703,27.46,93,68,10.8,broken clouds
653,Poya,NC,-21.35,165.15,76.71,91,100,3.18,overcast clouds
654,Isabela,PH,6.7085,121.9711,77.05,82,11,4.59,few clouds
655,Bud,US,39.447,-86.1758,46.38,52,5,8.95,clear sky
656,Turukhansk,RU,65.8167,87.9833,-11.99,92,100,4.09,overcast clouds
657,Liverpool,GB,53.4106,-2.9779,54.28,81,20,5.99,few clouds
658,Kysyl-Syr,RU,63.8986,122.7617,-22.04,98,100,6.73,overcast clouds
659,Margherita Di Savoia,IT,41.3742,16.1502,50.94,59,14,21.9,few clouds
660,Puerto Ayacucho,VE,5.6639,-67.6236,89.38,64,97,10.63,overcast clouds
661,Quang Ngai,VN,15.1167,108.8,69.01,90,71,6.2,broken clouds
662,Loralai,PK,30.3705,68.598,41.29,28,0,2.51,clear sky
663,Gunjur,GM,13.2019,-16.7339,77.07,73,37,3.44,scattered clouds
664,Lichinga,MZ,-13.3128,35.2406,69.89,60,0,10.36,clear sky
665,Astoria,US,46.1879,-123.8313,42.85,90,90,8.99,light rain
666,Waddan,LY,29.1614,16.139,50.83,55,1,6.08,clear sky
667,Bac Lieu,VN,9.285,105.7244,74.95,87,91,5.17,overcast clouds
668,Cookeville,US,36.1628,-85.5016,47.64,55,1,0.0,clear sky
669,Tessalit,ML,20.1986,1.0114,70.68,9,4,8.86,clear sky
670,Augusta,DE,48.3667,10.8833,39.51,95,90,5.75,overcast clouds
671,Sept-Iles,CA,50.2001,-66.3821,29.05,66,40,23.0,scattered clouds
672,Springdale,US,36.1867,-94.1288,53.73,31,1,12.66,clear sky
673,Port Pirie,AU,-33.1833,138.0167,66.29,68,10,11.07,light rain
674,Osvaldo Cruz,BR,-21.7967,-50.8786,88.29,28,58,2.24,broken clouds
675,Gelendzhik,RU,44.5731,38.0747,52.5,57,85,4.72,overcast clouds
676,Porto Velho,BR,-8.7619,-63.9039,82.45,74,20,2.3,few clouds
677,Dori,BF,14.0354,-0.0345,79.12,14,11,8.08,few clouds
678,Caravelas,BR,-17.7125,-39.2481,76.75,86,55,8.7,broken clouds
679,Gambela,ET,8.25,34.5833,79.52,36,100,3.98,overcast clouds
680,Sindor,RU,62.8629,51.8905,7.39,91,100,6.24,overcast clouds
681,Mudkhed,IN,19.1667,77.5167,63.82,57,31,4.61,scattered clouds
682,Healdsburg,US,38.6105,-122.8692,54.52,86,90,3.0,mist
683,Taltal,CL,-25.4,-70.4833,64.6,73,27,6.2,scattered clouds
684,Tabuk,PH,17.4189,121.4443,70.3,86,100,5.3,overcast clouds
685,Rawson,AR,-43.3002,-65.1023,59.13,64,88,21.72,light rain
686,Kapuskasing,CA,49.4169,-82.4331,33.89,86,75,12.66,broken clouds
687,Awbari,LY,26.5921,12.7805,52.23,57,1,5.57,clear sky
688,Vitina,BA,43.2375,17.4839,40.57,79,100,4.25,overcast clouds
689,Apostolove,UA,47.66,33.7137,34.16,72,100,12.68,overcast clouds
690,Saint-Francois,FR,46.4154,3.9054,43.48,97,90,3.44,mist
691,Viedma,AR,-40.8135,-62.9967,76.71,13,64,19.22,broken clouds
692,Necochea,AR,-38.5473,-58.7368,68.04,51,100,12.35,overcast clouds
693,Newark,US,40.7357,-74.1724,47.19,44,1,1.01,clear sky
694,Ust-Nera,RU,64.5667,143.2,-40.83,99,84,0.51,broken clouds
695,Port Hawkesbury,CA,45.6169,-61.3485,38.7,65,1,10.0,clear sky
696,Nowogard,PL,53.6744,15.1163,35.42,100,90,6.91,mist
697,Puerto Carreno,CO,6.189,-67.4859,89.58,55,20,12.66,few clouds
698,Gamba,GA,-2.65,10.0,75.52,94,100,2.64,overcast clouds
699,Tortoli,IT,39.9256,9.6572,48.02,40,0,6.91,clear sky
700,Palana,RU,59.1167,159.9667,14.79,78,100,16.04,overcast clouds
701,Kisesa,TZ,-3.0833,34.15,67.24,71,49,6.11,light rain
702,Kaseda,JP,31.4167,130.3167,45.63,66,78,21.92,broken clouds
703,Kamenz,DE,51.268,14.0937,40.08,95,100,7.87,overcast clouds
704,Camalu,MX,30.85,-116.0667,64.42,55,1,9.57,clear sky
705,Soyo,AO,-6.1349,12.3689,78.28,88,93,2.1,light rain
706,Bondo,CD,3.8146,23.6866,75.0,57,90,2.66,overcast clouds
707,Berlevag,NO,70.8578,29.0864,30.2,74,75,11.5,broken clouds
708,Sembe,CG,1.6481,14.5806,74.66,78,100,2.33,overcast clouds
709,San Luis,AR,-33.295,-66.3356,67.91,68,64,18.34,broken clouds
710,Khartoum,SD,15.5518,32.5324,77.02,37,1,8.16,clear sky
711,Taber,CA,49.8167,-112.1518,39.07,61,29,13.8,scattered clouds
712,Lesnoy,RU,57.6198,63.0784,17.42,70,32,9.86,scattered clouds
713,Warrington,GB,53.3925,-2.5802,54.45,82,20,3.0,few clouds
714,Sokur,RU,55.2093,83.319,0.0,98,100,7.11,overcast clouds
715,Rapina,EE,58.0981,27.4636,34.09,98,100,6.49,overcast clouds
716,Dandong,CN,40.1292,124.3947,20.21,39,0,2.98,clear sky
717,Rocha,UY,-34.4833,-54.3333,72.72,68,59,11.81,broken clouds
718,Verkhnevilyuysk,RU,63.4453,120.3167,-23.87,98,100,5.26,overcast clouds
719,Saint-Pierre,RE,-21.3393,55.4781,78.48,68,75,11.5,broken clouds
720,Orange Walk,BZ,17.8333,-88.8333,84.06,72,4,5.28,clear sky
